,Issue Number,Issue Title,Issue Label,Issue state,Issue Body,Issue Comments
132,543,Two way binding,[],open,"https://github.com/trekhleb/javascript-algorithms/blob/07bc4a4b975d7069a69421e7e6ad256ba76b721c/src/data-structures/doubly-linked-list/__test__/DoublyLinkedListNode.test.js#L29-L30

If I think about doubly linked list I mean two way binding. Something like this:
```javascript
node2.next === node3
node2.previous === node1
```
And then:
```javascript
class DoublyLinkedList {
  constructor(value, prev = null) {
    this.value = value;
    this.prev = prev;
    this.next = null;
    if (prev !== null) prev.next = this;
  }
}
```
Or i'm wrong?",['You have error code to a make sure what you have previously!!']
133,537,Remove extra init loops in lcs,[],open,"Array were initialized with `null` and later first row and column were assigned with value 0.
but it can be initialized directly with 0.","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/537?src=pr&el=h1) Report\n> Merging [#537](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/537?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/07bc4a4b975d7069a69421e7e6ad256ba76b721c?el=desc) will **not change** coverage.\n> The diff coverage is `100.00%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/537/graphs/tree.svg?width=650&height=150&src=pr&token=2jOOUBhvZL)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/537?src=pr&el=tree)\n\n```diff\n@@            Coverage Diff            @@\n##            master      #537   +/-   ##\n=========================================\n  Coverage   100.00%   100.00%           \n=========================================\n  Files          150       150           \n  Lines         2627      2622    -5     \n  Branches       439       439           \n=========================================\n- Hits          2627      2622    -5     \n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/537?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [...longest-common-substring/longestCommonSubstring.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/537/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvc3RyaW5nL2xvbmdlc3QtY29tbW9uLXN1YnN0cmluZy9sb25nZXN0Q29tbW9uU3Vic3RyaW5nLmpz) | `100.00% <100.00%> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/537?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/537?src=pr&el=footer). Last update [07bc4a4...b9a0f56](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/537?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
134,529,Inefficient Hash Table implementation,[],open,"There is no good reason to publish poorly-performing algorithms, in my opinion. Hash Tables are frequently used in inner loops, so it is important that they run fast.

The hash function used here has much published criticism. It could be replaced by a variant of Pearson Hashing, which runs very quickly and has good statistical properties for avoiding collisions. Note also that careful use of JavaScript datatypes is needed for efficient and fast data storage.","['I am trying to implement the Pearson Hashing.\r\nPlease check PR #596 ', 'The test coverage failed because test case is not covering a local variable inside a function.\r\nI am not sure if it is a good idea to test the line coverage in this case.\r\nAny suggestion to fix this problem?', 'If you are asking me, the author of this suggestion, I have no answer. I am not familiar with the testing system that you are using. If a test case it missing, why not add it? I can answer only questions about the Pearson Hashing algorithm, such as how to extend it beyond its natural limit of 8 bits of key data. I have used Pearson Hashing in real products and find that it performs quite randomly, as desired, producing fewer collisions than more common types of hashing functions.', ""> There is no good reason to publish poorly-performing algorithms, in my opinion. \r\n\r\nThe nature of the repo is to provide implementations for learning. They're not production-ready. That said, I agree that bad solutions shouldn't be here. If a solution is sub-optimal but provides insight into a technique, I think it can remain here under “Basic”, with a clear banner explaining why it's not optimal and where to look further to gain deeper understanding."", ""@David263 Thanks, Because it seems like you have a rich experience in Pearson Hashing algorithm, could you give me some advise about my implementation?\r\nI will generate a 32-bits signed int hash, which is generated by ORing four 8-bits hash, and right shift 1 bit to make sure I get a positive number(the left most bit should be 0).\r\nI am not sure whether it's a good idea to do the right shift, or I should just use an absolute function?"", ""Right shifting can do different things on different hardware. Absolute value produces different bit results on 1's-complement and 2's-complement hardware. For these reasons, it's safer to mask the value using an AND bit operator to clear the sign bit. As to constructing a 31-bit hash, you should use shift and OR operators to move each byte to the proper place in the word. You will probably need a final mask to get the key in the domain of your table, since you probably do not want to devote a full 31 bits of contiguous memory space to the hash buckets (unless your hardware supports sparse arrays). You can find implementations of Pearson hashing for longer word lengths on the Web, when in doubt."", ""@David263 , excellent you are gave me a good point thanks \nI got it some of before a mistake and today memorized where else's has to possible! \nThanks ""]"
135,527,Creat A site web for both phone and pc,[],open,,['A website for what?']
136,523,Create different_power_of2.js,[],open,,"['2701gouravgoel:xyz', '2701gouravgoel:xyz']"
137,521,Setting key-value pairing in a HashTable where that key is already present w/ a different value.,[],open,"When setting a key-value pairing in a HashTable where that key is already present but w/ a different value, the current set function replaces the already present node in the bucket's linked list instead of just appending the new key-value pairing. Let me know if this just by design! ",[]
138,504,Linear search fix.,[],open,"Make it consistent with the description:

""It sequentially checks each element of the list for the target value until a match is found or until all the elements have been searched.""","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/504?src=pr&el=h1) Report\n> Merging [#504](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/504?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/ba2d8dc4a8e27659c1420fe52390cb7981df4a94&el=desc) will **not change** coverage.\n> The diff coverage is `100.00%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/504/graphs/tree.svg?width=650&height=150&src=pr&token=2jOOUBhvZL)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/504?src=pr&el=tree)\n\n```diff\n@@            Coverage Diff            @@\n##            master      #504   +/-   ##\n=========================================\n  Coverage   100.00%   100.00%           \n=========================================\n  Files          149       149           \n  Lines         2612      2611    -1     \n  Branches       434       434           \n=========================================\n- Hits          2612      2611    -1     \n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/504?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [...rc/algorithms/search/linear-search/linearSearch.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/504/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvc2VhcmNoL2xpbmVhci1zZWFyY2gvbGluZWFyU2VhcmNoLmpz) | `100.00% <100.00%> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/504?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/504?src=pr&el=footer). Last update [ba2d8dc...6f351c2](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/504?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
139,498,Counting Sort optimization,[],open,"Hi devs!
On the very beginning I want to appreciate your work here, I think it is fantastic and gives a lot of addition to developers knowledge!

But this ticket I want to open to point potential optimization of Counting Sort algorithm.

In the implementation there are is loop by all array elements to find smallest and biggest.
Next step is creating counting array of size dependent on smallest and biggest.
And in next step there is one more iteration by all elements to set up counting array.

I am wondering if there could be optimization applied and make all of those in just 1 iteration, moreover there could be used lookup instead of array.

Lets consider this example of array to be sorted:
`const arrayToSort = [1, 1, 10000, 1, 1, 10000, 10000, 1, 1];`
When switched to lookup object instead of array we will have small object:
`{""1"": 6, ""10000"": 3}`
When using array it will be bigger:
`[0, 6, 0, 0, 0, 0, ....(a lot of zeros), 10000]`

So finally we could find biggest, smallest and set lookup values in 1 iteration and having lesser memory used.

I prepared example of that:
*The next difference is that I am preparing algorithm which is mutating original array, but it can be applied here too:
[example](https://github.com/ohoho7/tytyryty-blog-examples/blob/master/sorting-algorithmes/counting-sort.ts)

Please reply if this make sense to you, I would be more than happy to make MR to your great work!",['I want to work on it.@ohoho7']
140,491,Feature Request: Introduce an algorithm visualizer,[],open,"I suggest we build a general UI visualizer (I'm suggesting React JS), that displays/compare each algorithms' metrics, peak points, CPU/memory usage, etc

We could start by:
1. Producing wireframes/mockups for general approval
2. Discuss the architecture to allow even external algorithms outside this repository
3. Collating general ideas ",[]
141,488,Sorting Visualization,[],open,"Hello, I thought why not add a little visualization to each sorting algorithm?
might add a little knowledge of how the sorting process is done with lots of data.
like -> https://youtu.be/eqo2LxRADhU?t=1700","['@trekhleb are sorting animations really needed? ', 'I would like to work on this if they add value to this repo.']"
142,485,AVL remove need recursive from removeNode,[],open,"Add Test:
it('AvlTree remove node', () => {
    const tree = new AvlTree();

    tree.insert(9);
    tree.insert(5);
    tree.insert(12);
    tree.insert(3);
    tree.insert(7);
    tree.insert(11);
    tree.insert(13);
    tree.insert(2);
    tree.insert(4);
    tree.insert(6);
    tree.insert(8);
    tree.insert(10);

    expect(tree.toString()).toBe('2,3,4,5,6,7,8,9,10,11,12,13');
    expect(tree.toString2()).toBe('9,5,3,2,4,7,6,8,12,11,10,13'); // toString2 is preOrder

    tree.insert(1);
    expect(tree.toString2()).toBe('9,5,3,2,1,4,7,6,8,12,11,10,13');
    tree.insert(0);
    expect(tree.toString2()).toBe('9,5,3,1,0,2,4,7,6,8,12,11,10,13');

    tree.remove(13);
    expect(tree.toString2()).toBe('9,5,3,1,0,2,4,7,6,8,12,11,10'); // now
    expect(tree.toString2()).toBe('5,3,1,0,2,4,9,7,6,8,11,10,12'); // correct
  });",[]
143,484,BinaryTreeNode replaceChild didn't set parent current,[],open,"should use setLeft() and setRight()
------------
if (this.left && this.nodeComparator.equal(this.left, nodeToReplace)) {
      this.setLeft(replacementNode);
      return true;
    }

    if (this.right && this.nodeComparator.equal(this.right, nodeToReplace)) {
      this.setRight(replacementNode);
      return true;
    }
------------

And  BinarySearchTreeNode.js line  136
nodeToRemove.parent = null; 
It's a bug;",[]
144,479,"fix JSDoc tag, add rule for Editorconfig and useful Git attributes",[],open,,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/479?src=pr&el=h1) Report\n> Merging [#479](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/479?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/ba2d8dc4a8e27659c1420fe52390cb7981df4a94&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/479/graphs/tree.svg?width=650&height=150&src=pr&token=2jOOUBhvZL)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/479?src=pr&el=tree)\n\n```diff\n@@            Coverage Diff            @@\n##            master      #479   +/-   ##\n=========================================\n  Coverage   100.00%   100.00%           \n=========================================\n  Files          149       149           \n  Lines         2612      2612           \n  Branches       434       434           \n=========================================\n  Hits          2612      2612           \n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/479?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/utils/comparator/Comparator.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/479/diff?src=pr&el=tree#diff-c3JjL3V0aWxzL2NvbXBhcmF0b3IvQ29tcGFyYXRvci5qcw==) | `100.00% <ø> (ø)` | |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/479?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/479?src=pr&el=footer). Last update [ba2d8dc...1cf55d7](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/479?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
145,477,Arabic Tranlsation,[],open,"Hello,
I can help by translate documentation into Arabic with my native speak language.
message me up",[]
146,473,Update jest.config.js,[],open,"**Problem:** All tests have been failed due to ""SecurityError: localStorage is not available for opaque origins""
**Solution:** [Add testUrl](https://github.com/facebook/jest/issues/6769#issuecomment-408352345)",[]
147,467,Make linked list iterable,[],open,If its looks good I can submit pull requests for some of the other data structures I think should be iterable.,[]
148,460,should it be this right ? ,[],open,https://github.com/trekhleb/javascript-algorithms/blob/ba2d8dc4a8e27659c1420fe52390cb7981df4a94/src/data-structures/tree/BinaryTreeNode.js#L133,"['`this` should always exist. Since there is no restriction on parameters in JS, if node is undefined/null, `setRight(node)` is the same as removing the right child. If this line is omitted, `this.right.parent = this;` has a possibility of calling `null.parent` which would throw an error, since `this.right = node` from the previous line.']"
149,458,Fix recursion issues in algorithms/sets/combination-sum,[],open,"My changes should fix #308.

I have refactored combinationSum to use an iterative approach to avoid stack overflows when the decision tree gets too deep (candidates=[1], target=100000).

Additionally, the code now filters out any candidate equal to zero to avoid loops.","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/458?src=pr&el=h1) Report\n> Merging [#458](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/458?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/ba2d8dc4a8e27659c1420fe52390cb7981df4a94?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/458/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/458?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #458   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2618    +6     \n  Branches      434    434           \n=====================================\n+ Hits         2612   2618    +6\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/458?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [.../algorithms/sets/combination-sum/combinationSum.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/458/diff?src=pr&el=tree#diff-c3JjL2FsZ29yaXRobXMvc2V0cy9jb21iaW5hdGlvbi1zdW0vY29tYmluYXRpb25TdW0uanM=) | `100% <100%> (ø)` | :arrow_up: |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/458?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/458?src=pr&el=footer). Last update [ba2d8dc...2f60cab](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/458?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
150,456,Add a recursive implementation of levenshteinDistance,[],open,,[]
151,452,Update README.md,[],open,Adding an example of a binary search in JavaScript video,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/452?src=pr&el=h1) Report\n> Merging [#452](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/452?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/ba2d8dc4a8e27659c1420fe52390cb7981df4a94?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/452/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/452?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #452   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/452?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/452?src=pr&el=footer). Last update [ba2d8dc...61c13ac](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/452?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
152,446,Update LinkedList.test.js,[],open,Add a test to the LinkedList structure to test the toArray() method,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/446?src=pr&el=h1) Report\n> Merging [#446](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/446?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/ba2d8dc4a8e27659c1420fe52390cb7981df4a94?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/446/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/446?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #446   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/446?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/446?src=pr&el=footer). Last update [ba2d8dc...e0de4bb](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/446?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
153,438,Graph customization,[],open,"* Allow graph edges with custom keys. This is important if we have two edges connected to the same vertices but having a different weight. We could have used the weight in the name, but as conceptually two edges could also have the same vertices and weight, I think it's a better idea to propose the user a way to make sure this edge case (pun intended) doesn't happen.
* Vertex can be converted to string, so I made sure that the `toString()` method is called, in case we have objects convertible to strings. The native `toString()` implementation might throw exceptions as expected.
* Edge key is now sure to be correctly converted to string too.
* We currently can't add an edge twice to a graph, I also added support for not adding a vertex twice.","['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438?src=pr&el=h1) Report\n> Merging [#438](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/ba2d8dc4a8e27659c1420fe52390cb7981df4a94?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `100%`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #438   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2619    +7     \n  Branches      434    436    +2     \n=====================================\n+ Hits         2612   2619    +7\n```\n\n\n| [Impacted Files](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438?src=pr&el=tree) | Coverage Δ | |\n|---|---|---|\n| [src/data-structures/graph/GraphVertex.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438/diff?src=pr&el=tree#diff-c3JjL2RhdGEtc3RydWN0dXJlcy9ncmFwaC9HcmFwaFZlcnRleC5qcw==) | `100% <100%> (ø)` | :arrow_up: |\n| [src/data-structures/graph/GraphEdge.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438/diff?src=pr&el=tree#diff-c3JjL2RhdGEtc3RydWN0dXJlcy9ncmFwaC9HcmFwaEVkZ2UuanM=) | `100% <100%> (ø)` | :arrow_up: |\n| [src/data-structures/graph/Graph.js](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438/diff?src=pr&el=tree#diff-c3JjL2RhdGEtc3RydWN0dXJlcy9ncmFwaC9HcmFwaC5qcw==) | `100% <100%> (ø)` | :arrow_up: |\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438?src=pr&el=footer). Last update [ba2d8dc...4b0dfd4](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/438?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n', ""I think this pull request looks reasonable except this part:\r\n\r\n>We currently can't add an edge twice to a graph, I also added support for not adding a vertex twice.\r\n\r\nWhat would be a valid scenario where adding a vertex twice does not make sense? :thinking: "", 'Every vertex has a unique key, and vertex as objects can be referenced in the memory.\r\n\r\nIf you add a vertex, changing it afterwards should propagate the change to potential existing edge associated with it. If you just change the value in `this.vertices`, it will not be able to propagate to edges referencing this vertex.\r\n\r\nThe old behavior allowed to entirely **replace** a vertex, and if it was referenced somewhere, the reference was lost and concluded to a data corruption.\r\n\r\nIt\'s either this, or create a full-fledged propagation system, which is way more complex.\r\n\r\nI decided to go ""the easy way"" by disallowing adding vertices twice :)', 'Interesting. Thank you for the explanation, @Pierstoval. Hoping that this gets merged, as it appears to be useful when using graphs for calculating currency arbitrage opportunities, for example.']"
154,436,Trie.test.js contains wrong assertion,[],open,"First of all I want to say I love this work so much I'm trying to port some parts of it to **C#** (https://github.com/gsscoder/sharprhythm)!

In general I see that executing **playground.js** causes *various tests to fail*.

Here I'm reporting about **Trie** data structure, cause it's the last piece of code I've ported.
Assertion [here](https://github.com/trekhleb/javascript-algorithms/blob/master/src/data-structures/trie/__test__/Trie.test.js#L22) should be:
`expect(trie.head.getChild('c').getChild('a').toString()).toBe('a:tr');`.

I also see (*quite secondary thing*) the use of both `toBe(true/false)` and `toEqual(true/false)`. I would suggest to use just one form.",[]
155,435,Add BogoSort,[],open,Resolves issue #234 ,"[""What's the point of this?"", 'The point is to add a new sort method to project :smile: See issue #234 .', ""But the sorting method is pointless. It's just dead code.""]"
156,434,"BFS image has a generic tree in it, but the algorithm only works with a binary trees",[],open,"The image [here](https://github.com/trekhleb/javascript-algorithms/tree/master/src/algorithms/tree/breadth-first-search) shows a generic tree (3 children on the first level from root), while the algorithm's code is for binary tree only. Moreover, the algorithm is in the `tree/` subfolder, maybe it worth naming it `binary-tree`?","['It works on a normal tree too, but this implementation with binary tree']"
157,431,Update README.md,[],open,Modified the definition of BFS for readability. Hope it helps!,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/431?src=pr&el=h1) Report\n> Merging [#431](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/431?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/431/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/431?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #431   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/431?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/431?src=pr&el=footer). Last update [dc1047d...0cef5ca](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/431?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
158,430,Update README.md,[],open,Modified the definition of BFS for readability. Hope this helps!,"['# [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/430?src=pr&el=h1) Report\n> Merging [#430](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/430?src=pr&el=desc) into [master](https://codecov.io/gh/trekhleb/javascript-algorithms/commit/dc1047df725117c411959692a1ab538f65342b2e?src=pr&el=desc) will **not change** coverage.\n> The diff coverage is `n/a`.\n\n[![Impacted file tree graph](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/430/graphs/tree.svg?width=650&token=2jOOUBhvZL&height=150&src=pr)](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/430?src=pr&el=tree)\n\n```diff\n@@          Coverage Diff          @@\n##           master   #430   +/-   ##\n=====================================\n  Coverage     100%   100%           \n=====================================\n  Files         149    149           \n  Lines        2612   2612           \n  Branches      434    434           \n=====================================\n  Hits         2612   2612\n```\n\n\n\n------\n\n[Continue to review full report at Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/430?src=pr&el=continue).\n> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)\n> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`\n> Powered by [Codecov](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/430?src=pr&el=footer). Last update [dc1047d...a9193aa](https://codecov.io/gh/trekhleb/javascript-algorithms/pull/430?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).\n']"
159,427,AVL Tree rotation method is very confusing,[],open,"This is about `AvlTree.js` - `rotateLeftLeft`,  `rotateRightRight` method
rotateLeftLeft should be call 'caseLeftLeft' or 'rotateRightRight'.
Because base on the image on avi tree `readme.md`, `rotateLeftLeft` method is a right-right rotation.",[]
