,Pull Request Number,Pull Request State,Pull Request Body,Number of files changed,File Names,Number of Commits,Commit Messages,Commits Data,Review Comments
58,384,open,Traversing the list to find the last node and add the new data,1,['src/data-structures/linked-list/LinkedList.js'],1,['Update LinkedList.js\n\nTraversing the list to find the last node and add the new data'],"{'Name': 'src/data-structures/linked-list/LinkedList.js', 'Line Additions': 6, 'Line Deletions': 0, 'Patch': '@@ -48,6 +48,12 @@ export default class LinkedList {\n     }\n \n     // Attach new node to the end of linked list.\n+    let current = this.head;\n+    while (current.next !== null) {\n+        current = current.next;\n+    }\n+    current.next = newNode;\n+    \n     this.tail.next = newNode;\n     this.tail = newNode;\n '}",[]
59,387,open,,3,"['package-lock.json', 'src/algorithms/math/fibonacci/__test__/fibonacciMatriz.test.js', 'src/algorithms/math/fibonacci/fibonacciMatriz.js']",1,['Calculate fibonacci using Matriz'],"{'Name': 'src/algorithms/math/fibonacci/fibonacciMatriz.js', 'Line Additions': 46, 'Line Deletions': 0, 'Patch': '@@ -0,0 +1,46 @@\n+/**\n+ * Multiply two matrices 2x2\n+ *\n+ * @param {number} matrizA - Matriz calculate.\n+ * @param {number} matrizB - Matriz calculate.\n+ * @return {number}\n+ */\n+function multMatriz(matrizA, matrizB) {\n+  return [[matrizA[0][0] * matrizB[0][0] + matrizA[0][1] * matrizB[1][0],\n+    matrizA[0][0] * matrizB[0][1] + matrizA[0][1] * matrizB[1][1]],\n+  [matrizA[1][0] * matrizB[0][0] + matrizA[1][1] * matrizB[1][0],\n+    matrizA[1][0] * matrizB[0][1] + matrizA[1][1] * matrizB[1][1]]];\n+}\n+\n+/**\n+ * Pow matriz O(lg n)\n+ *\n+ * @param {number} matriz - Matriz calculate.\n+ * @param {number} exp - Number exponent.\n+ * @return {number}\n+ */\n+function powMatriz(matriz, exp) {\n+  if (exp === 0) return [[1, 0], [0, 1]];\n+\n+  if (exp % 2 === 0) {\n+    const temp = powMatriz(matriz, Math.floor(exp / 2));\n+    return multMatriz(temp, temp);\n+  }\n+\n+  let temp = powMatriz(matriz, Math.floor(exp / 2));\n+  temp = multMatriz(temp, temp);\n+  return multMatriz(matriz, temp);\n+}\n+\n+/**\n+ * Calculate fibonacci number at specific position using matriz exponation.\n+ *\n+ * @param {number} position - Position number of fibonacci sequence.\n+ * @return {number}\n+ */\n+export default function fibonacciMatriz(position) {\n+  if (position < 2) return position;\n+  const matriz = [[0, 1], [1, 1]];\n+  const result = powMatriz(matriz, position);\n+  return result[0][1];\n+}'}",[]
60,389,open,"##  Optimize the performance of insert sort

###  The main problem
If currentIndex is equal to 0, you can abort while

###  validation

#### 1: Create the test file
```bash
touch -p src/algorithms/sorting/insertion-sort/__test__/Performance.test.js
```

#### 2: The file writes the following
```javascript
import InsertionSort from ""../InsertionSort"";

function PerformanceTesting() {
  function initArray() {
    let array = [];
    const max = Math.pow(10, 4.5);
    for (let i = max; i > 0; i--) {
      array.push(i);
    }
    return array;
  }

  const sorter = new InsertionSort();
  const array = initArray();

  let start = Date.now();
  sorter.sort(array);

  const ms = Date.now() - start;
  return ms;
}

describe(""PerformanceTesting"", () => {
  it(""PerformanceTesting times"", () => {
    const InsertionSortMs = PerformanceTesting(InsertionSort);
    console.log(`InsertionSort times: ${InsertionSortMs}ms`);
  });
});
```
#### 3: The results 
#### Has not changed:   6007ms
#### After the changes: 1729ms",1,['src/algorithms/sorting/insertion-sort/InsertionSort.js'],3,"['Optimize insertion sort', 'Fix code style', 'Fix code style']","{'Name': 'src/algorithms/sorting/insertion-sort/InsertionSort.js', 'Line Additions': 7, 'Line Deletions': 5, 'Patch': '@@ -8,26 +8,28 @@ export default class InsertionSort extends Sort {\n     for (let i = 0; i < array.length; i += 1) {\n       let currentIndex = i;\n \n+      const temp = array[currentIndex];\n+\n       // Call visiting callback.\n       this.callbacks.visitingCallback(array[i]);\n \n       // Go and check if previous elements and greater then current one.\n       // If this is the case then swap that elements.\n       while (\n-        array[currentIndex - 1] !== undefined\n-        && this.comparator.lessThan(array[currentIndex], array[currentIndex - 1])\n+        currentIndex > 0\n+        && this.comparator.lessThan(temp, array[currentIndex - 1])\n       ) {\n         // Call visiting callback.\n         this.callbacks.visitingCallback(array[currentIndex - 1]);\n \n         // Swap the elements.\n-        const tmp = array[currentIndex - 1];\n-        array[currentIndex - 1] = array[currentIndex];\n-        array[currentIndex] = tmp;\n+        array[currentIndex] = array[currentIndex - 1];\n \n         // Shift current index left.\n         currentIndex -= 1;\n       }\n+\n+      array[currentIndex] = temp;\n     }\n \n     return array;'}",[]
61,390,open,"Gnome sort algorithm :)

Font: https://en.wikipedia.org/wiki/Gnome_sort",3,"['src/algorithms/sorting/gnome-sort/GnomeSort.js', 'src/algorithms/sorting/gnome-sort/README.md', 'src/algorithms/sorting/gnome-sort/__test__/GnomeSort.test.js']",5,"['Add algorithm of GnomeSort', 'Tests for GnomeSort algorithm', 'README.md introducted', 'Change syntax for follow the pattern', 'Fix gnome algorithm']","{'Name': 'src/algorithms/sorting/gnome-sort/__test__/GnomeSort.test.js', 'Line Additions': 14, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,14 @@\n+import GnomeSort from '../GnomeSort';\n+import {\n+  SortTester,\n+} from '../../SortTester';\n+\n+describe('GnomeSort', () => {\n+  it('should sort array', () => {\n+    SortTester.testSort(GnomeSort);\n+  });\n+\n+  it('should sort negative numbers', () => {\n+    SortTester.testNegativeNumbersSort(GnomeSort);\n+  });\n+});""}",[]
62,400,open,Removed redundant condition,1,['src/algorithms/math/fibonacci/fibonacci.js'],1,['Refactoring fibonacci algorithm'],"{'Name': 'src/algorithms/math/fibonacci/fibonacci.js', 'Line Additions': 0, 'Line Deletions': 4, 'Patch': '@@ -10,10 +10,6 @@ export default function fibonacci(n) {\n   let currentValue = 1;\n   let previousValue = 0;\n \n-  if (n === 1) {\n-    return fibSequence;\n-  }\n-\n   let iterationsCounter = n - 1;\n \n   while (iterationsCounter) {'}",[]
63,401,open,"added a new category of algorithms, inside the algorithms directory.
It contains problems, concerning the frequency counter algorithms.",4,"['src/algorithms/Fequency Counter based/Anagrams.js', 'src/algorithms/Fequency Counter based/areEqualNoOfSquares.js', 'src/algorithms/Fequency Counter based/areThereDuplicates_FQ.js', 'src/algorithms/Fequency Counter based/sameFrequency.js']",1,['added frequency counter algorithm based problems.'],"{'Name': 'src/algorithms/Fequency Counter based/sameFrequency.js', 'Line Additions': 37, 'Line Deletions': 0, 'Patch': '@@ -0,0 +1,37 @@\n+//Numeric anagrams detector\n+\n+function sameFrequency(strA, strB) {\n+\n+//convert the array, into a string\n+    var str1 = strA.toString()\n+      , str2 = strB.toString();\n+\n+    if (str1.length !== str2.length) {\n+        return false;\n+    }\n+\n+    var freqCounter1 = {}\n+      , freqCounter2 = {};\n+\n+\n+    for (let val of str1) {\n+        freqCounter1[val] = (freqCounter1[val] || 0) + 1;\n+    }\n+\n+    for (let val of str2) {\n+        freqCounter2[val] = (freqCounter2[val] || 0) + 1;\n+    }\n+\n+    for (let key in freqCounter1) {\n+        if (!(key in freqCounter2)) {\n+            return false;\n+        }\n+\n+        if (freqCounter2[key] !== freqCounter1[key]) {\n+            return false;\n+        }\n+    }\n+    return true;\n+}\n+\n+sameFrequency(552181, 152581);'}",[]
64,402,open,issue #394 has been solved,1,['countingsort.js'],1,['added counting sort repo'],"{'Name': 'countingsort.js', 'Line Additions': 22, 'Line Deletions': 0, 'Patch': '@@ -0,0 +1,22 @@\n+let countingSort = (arr, min, max) => {\r\n+    let i = min,\r\n+        j = 0,\r\n+        len = arr.length,\r\n+        count = [];\r\n+    for (i; i <= max; i++) {\r\n+        count[i] = 0;\r\n+    }\r\n+    for (i = 0; i < len; i++) {\r\n+        count[arr[i]] += 1;\r\n+    }\r\n+    for (i = min; i <= max; i++) {\r\n+        while (count[i] > 0) {\r\n+            arr[j] = i;\r\n+            j++;\r\n+            count[i]--;\r\n+        }\r\n+    }\r\n+    return arr;\r\n+};\r\n+\r\n+\r'}",[]
65,403,open,,1,['fibb.js'],1,['create fibonacci code'],"{'Name': 'fibb.js', 'Line Additions': 16, 'Line Deletions': 0, 'Patch': '@@ -0,0 +1,16 @@\n+var fibonacci_series = function (n) \n+{\n+  if (n===1) \n+  {\n+    return [0, 1];\n+  } \n+  else \n+  {\n+    var s = fibonacci_series(n - 1);\n+    s.push(s[s.length - 1] + s[s.length - 2]);\n+    return s;\n+  }\n+};\n+\n+ console.log(fibonacci_series(8));\n+ '}",[]
66,407,open,,2,"['src/data-structures/graph/Graph.js', 'src/data-structures/graph/__test__/Graph.test.js']",1,['Implemented method to generate adjacency list for graph'],"{'Name': 'src/data-structures/graph/__test__/Graph.test.js', 'Line Additions': 55, 'Line Deletions': 0, 'Patch': ""@@ -385,4 +385,59 @@ describe('Graph', () => {\n       [Infinity, Infinity, Infinity, Infinity],\n     ]);\n   });\n+\n+  it('should generate adjacency list for undirected graph', () => {\n+    const vertexA = new GraphVertex('A');\n+    const vertexB = new GraphVertex('B');\n+    const vertexC = new GraphVertex('C');\n+    const vertexD = new GraphVertex('D');\n+\n+    const edgeAB = new GraphEdge(vertexA, vertexB, 2);\n+    const edgeBC = new GraphEdge(vertexB, vertexC, 1);\n+    const edgeCD = new GraphEdge(vertexC, vertexD, 5);\n+    const edgeBD = new GraphEdge(vertexB, vertexD, 7);\n+\n+    const graph = new Graph();\n+    graph\n+      .addEdge(edgeAB)\n+      .addEdge(edgeBC)\n+      .addEdge(edgeCD)\n+      .addEdge(edgeBD);\n+\n+    const adjacencyList = graph.getAdjacencyList();\n+\n+    expect(adjacencyList).toEqual({\n+      A: [{ value: 'B', weight: 2 }],\n+      B: [{ value: 'A', weight: 2 }, { value: 'C', weight: 1 }, { value: 'D', weight: 7 }],\n+      C: [{ value: 'B', weight: 1 }, { value: 'D', weight: 5 }],\n+      D: [{ value: 'C', weight: 5 }, { value: 'B', weight: 7 }],\n+    });\n+  });\n+\n+  it('should generate adjacency list for directed graph', () => {\n+    const vertexA = new GraphVertex('A');\n+    const vertexB = new GraphVertex('B');\n+    const vertexC = new GraphVertex('C');\n+    const vertexD = new GraphVertex('D');\n+\n+    const edgeAB = new GraphEdge(vertexA, vertexB, 2);\n+    const edgeBC = new GraphEdge(vertexB, vertexC, 1);\n+    const edgeCD = new GraphEdge(vertexC, vertexD, 5);\n+    const edgeBD = new GraphEdge(vertexB, vertexD, 7);\n+\n+    const graph = new Graph(true);\n+    graph\n+      .addEdge(edgeAB)\n+      .addEdge(edgeBC)\n+      .addEdge(edgeCD)\n+      .addEdge(edgeBD);\n+\n+    const adjacencyList = graph.getAdjacencyList();\n+\n+    expect(adjacencyList).toEqual({\n+      A: [{ value: 'B', weight: 2 }],\n+      B: [{ value: 'C', weight: 1 }, { value: 'D', weight: 7 }],\n+      C: [{ value: 'D', weight: 5 }],\n+    });\n+  });\n });""}",[]
67,410,open,,1,['src/algorithms/uncategorized/palindrome.js'],1,['palindrome program'],"{'Name': 'src/algorithms/uncategorized/palindrome.js', 'Line Additions': 5, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,5 @@\n+function palindrome(text) {\n+var reversedText  = text.toLowerCase()\n+                    .split('').reverse().join('');\n+return text === reversedText;\n+}""}",[]
68,411,open,,1,['BFS.js'],1,['adding BFS'],"{'Name': 'BFS.js', 'Line Additions': 174, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,174 @@\n+import Graph from '../../../../data-structures/Graph/Graph';\n+import GraphVertex from '../../../../data-structures/Graph/GraphVertex';\n+import GraphEdge from '../../../../data-structures/Graph/GraphEdge';\n+import breadthFirstSearch from '../breadthFirstSearch';\n+\n+describe('breadthFirstSearch', () => {\n+  it('should perform BFS operation on Graph', () => {\n+    const Graph = new Graph(true);\n+\n+    const vertexA = new GraphVertex('A');\n+    const vertexB = new GraphVertex('B');\n+    const vertexC = new GraphVertex('C');\n+    const vertexD = new GraphVertex('D');\n+    const vertexE = new GraphVertex('E');\n+    const vertexF = new GraphVertex('F');\n+    const vertexG = new GraphVertex('G');\n+    const vertexH = new GraphVertex('H');\n+\n+    const edgeAB = new GraphEdge(vertexA, vertexB);\n+    const edgeBC = new GraphEdge(vertexB, vertexC);\n+    const edgeCG = new GraphEdge(vertexC, vertexG);\n+    const edgeAD = new GraphEdge(vertexA, vertexD);\n+    const edgeAE = new GraphEdge(vertexA, vertexE);\n+    const edgeEF = new GraphEdge(vertexE, vertexF);\n+    const edgeFD = new GraphEdge(vertexF, vertexD);\n+    const edgeDH = new GraphEdge(vertexD, vertexH);\n+    const edgeGH = new GraphEdge(vertexG, vertexH);\n+\n+    Graph\n+      .addEdge(edgeAB)\n+      .addEdge(edgeBC)\n+      .addEdge(edgeCG)\n+      .addEdge(edgeAD)\n+      .addEdge(edgeAE)\n+      .addEdge(edgeEF)\n+      .addEdge(edgeFD)\n+      .addEdge(edgeDH)\n+      .addEdge(edgeGH);\n+\n+    expect(Graph.toString()).toBe('A,B,C,G,D,E,F,H');\n+\n+    const enterVertexCallback = jest.fn();\n+    const leaveVertexCallback = jest.fn();\n+\n+    // Traverse Graphs without callbacks first.\n+    breadthFirstSearch(Graph, vertexA);\n+\n+    // Traverse Graph with enterVertex and leaveVertex callbacks.\n+    breadthFirstSearch(Graph, vertexA, {\n+      enterVertex: enterVertexCallback,\n+      leaveVertex: leaveVertexCallback,\n+    });\n+\n+    expect(enterVertexCallback).toHaveBeenCalledTimes(8);\n+    expect(leaveVertexCallback).toHaveBeenCalledTimes(8);\n+\n+    const enterVertexParamsMap = [\n+      { currentVertex: vertexA, previousVertex: null },\n+      { currentVertex: vertexB, previousVertex: vertexA },\n+      { currentVertex: vertexD, previousVertex: vertexB },\n+      { currentVertex: vertexE, previousVertex: vertexD },\n+      { currentVertex: vertexC, previousVertex: vertexE },\n+      { currentVertex: vertexH, previousVertex: vertexC },\n+      { currentVertex: vertexF, previousVertex: vertexH },\n+      { currentVertex: vertexG, previousVertex: vertexF },\n+    ];\n+\n+    for (let callIndex = 0; callIndex < Graph.getAllVertices().length; callIndex += 1) {\n+      const params = enterVertexCallback.mock.calls[callIndex][0];\n+      expect(params.currentVertex).toEqual(enterVertexParamsMap[callIndex].currentVertex);\n+      expect(params.previousVertex).toEqual(enterVertexParamsMap[callIndex].previousVertex);\n+    }\n+\n+    const leaveVertexParamsMap = [\n+      { currentVertex: vertexA, previousVertex: null },\n+      { currentVertex: vertexB, previousVertex: vertexA },\n+      { currentVertex: vertexD, previousVertex: vertexB },\n+      { currentVertex: vertexE, previousVertex: vertexD },\n+      { currentVertex: vertexC, previousVertex: vertexE },\n+      { currentVertex: vertexH, previousVertex: vertexC },\n+      { currentVertex: vertexF, previousVertex: vertexH },\n+      { currentVertex: vertexG, previousVertex: vertexF },\n+    ];\n+\n+    for (let callIndex = 0; callIndex < Graph.getAllVertices().length; callIndex += 1) {\n+      const params = leaveVertexCallback.mock.calls[callIndex][0];\n+      expect(params.currentVertex).toEqual(leaveVertexParamsMap[callIndex].currentVertex);\n+      expect(params.previousVertex).toEqual(leaveVertexParamsMap[callIndex].previousVertex);\n+    }\n+  });\n+\n+  it('should allow to create custom vertex visiting logic', () => {\n+    const Graph = new Graph(true);\n+\n+    const vertexA = new GraphVertex('A');\n+    const vertexB = new GraphVertex('B');\n+    const vertexC = new GraphVertex('C');\n+    const vertexD = new GraphVertex('D');\n+    const vertexE = new GraphVertex('E');\n+    const vertexF = new GraphVertex('F');\n+    const vertexG = new GraphVertex('G');\n+    const vertexH = new GraphVertex('H');\n+\n+    const edgeAB = new GraphEdge(vertexA, vertexB);\n+    const edgeBC = new GraphEdge(vertexB, vertexC);\n+    const edgeCG = new GraphEdge(vertexC, vertexG);\n+    const edgeAD = new GraphEdge(vertexA, vertexD);\n+    const edgeAE = new GraphEdge(vertexA, vertexE);\n+    const edgeEF = new GraphEdge(vertexE, vertexF);\n+    const edgeFD = new GraphEdge(vertexF, vertexD);\n+    const edgeDH = new GraphEdge(vertexD, vertexH);\n+    const edgeGH = new GraphEdge(vertexG, vertexH);\n+\n+    Graph\n+      .addEdge(edgeAB)\n+      .addEdge(edgeBC)\n+      .addEdge(edgeCG)\n+      .addEdge(edgeAD)\n+      .addEdge(edgeAE)\n+      .addEdge(edgeEF)\n+      .addEdge(edgeFD)\n+      .addEdge(edgeDH)\n+      .addEdge(edgeGH);\n+\n+    expect(Graph.toString()).toBe('A,B,C,G,D,E,F,H');\n+\n+    const enterVertexCallback = jest.fn();\n+    const leaveVertexCallback = jest.fn();\n+\n+    // Traverse Graph with enterVertex and leaveVertex callbacks.\n+    breadthFirstSearch(Graph, vertexA, {\n+      enterVertex: enterVertexCallback,\n+      leaveVertex: leaveVertexCallback,\n+      allowTraversal: ({ currentVertex, nextVertex }) => {\n+        return !(currentVertex === vertexA && nextVertex === vertexB);\n+      },\n+    });\n+\n+    expect(enterVertexCallback).toHaveBeenCalledTimes(7);\n+    expect(leaveVertexCallback).toHaveBeenCalledTimes(7);\n+\n+    const enterVertexParamsMap = [\n+      { currentVertex: vertexA, previousVertex: null },\n+      { currentVertex: vertexD, previousVertex: vertexA },\n+      { currentVertex: vertexE, previousVertex: vertexD },\n+      { currentVertex: vertexH, previousVertex: vertexE },\n+      { currentVertex: vertexF, previousVertex: vertexH },\n+      { currentVertex: vertexD, previousVertex: vertexF },\n+      { currentVertex: vertexH, previousVertex: vertexD },\n+    ];\n+\n+    for (let callIndex = 0; callIndex < 7; callIndex += 1) {\n+      const params = enterVertexCallback.mock.calls[callIndex][0];\n+      expect(params.currentVertex).toEqual(enterVertexParamsMap[callIndex].currentVertex);\n+      expect(params.previousVertex).toEqual(enterVertexParamsMap[callIndex].previousVertex);\n+    }\n+\n+    const leaveVertexParamsMap = [\n+      { currentVertex: vertexA, previousVertex: null },\n+      { currentVertex: vertexD, previousVertex: vertexA },\n+      { currentVertex: vertexE, previousVertex: vertexD },\n+      { currentVertex: vertexH, previousVertex: vertexE },\n+      { currentVertex: vertexF, previousVertex: vertexH },\n+      { currentVertex: vertexD, previousVertex: vertexF },\n+      { currentVertex: vertexH, previousVertex: vertexD },\n+    ];\n+\n+    for (let callIndex = 0; callIndex < 7; callIndex += 1) {\n+      const params = leaveVertexCallback.mock.calls[callIndex][0];\n+      expect(params.currentVertex).toEqual(leaveVertexParamsMap[callIndex].currentVertex);\n+      expect(params.previousVertex).toEqual(leaveVertexParamsMap[callIndex].previousVertex);\n+    }\n+  });\n+});\n\\ No newline at end of file""}",[]
